,id,longid,guid,name,entrytype,entrytype_text,description_short,rock_parent,rock_parent2,rock_root,rock_bgs_code,meteoritical_code
133,49665,1:1:49665:6,6cc474e2-6447-4054-adbe-901c3e8b0815,L3.3-3.7 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3.3 to 3.7.,49649,0,0,,L3.3-3.7
134,49666,1:1:49666:5,8b1298c9-4dd4-493e-8295-4bbfd652a5fa,L3-4 chondrite meteorite,7,rock,An L chondrite that is a breccia of petrological types 3 to 4.,49649,49695,0,,L3-4
135,49667,1:1:49667:4,cf8eba89-1beb-4619-9ff4-d25b9fe77954,L3.5 chondrite meteorite,7,rock,An L chondrite that is petrologic type 3.5.,49649,0,0,,L3.5
136,49668,1:1:49668:3,aa319d5f-a7fa-4de7-a684-86e7f29215d2,L3.5-3.7 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3.5 tto 3.7.,49649,0,0,,L3.5-3.7
137,49669,1:1:49669:2,6c9faa4d-77f5-4d4d-bc07-222f633b22d2,L3.5-3.8 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3.5 to 3.8.,49649,0,0,,L3.5-3.8
138,49670,1:1:49670:8,bf8cc732-9109-4d31-9f43-def12fd8d38e,L3.5-3.9 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3.5 to 3.9.,49649,0,0,,L3.5-3.9
139,49671,1:1:49671:7,705d207e-6499-4d73-9d5b-e9ddca39d396,L3.6 chondrite meteorite,7,rock,An L chondrite that is petrologic type 3.6.,49649,0,0,,L3.6
140,49672,1:1:49672:6,0f4f4389-e590-4267-bde6-deecc35e5087,L3.6-4 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3.6 to 4.,49649,0,0,,L3.6-4
141,49673,1:1:49673:5,92e1290b-48ad-437d-90c4-ae8b520fcc11,L3.7 chondrite meteorite,7,rock,An L chondrite that is petrologic type 3.7.,49649,0,0,,L3.7
142,49674,1:1:49674:4,f9884c16-1af9-4da2-80a1-305740ad6dd9,L3.7/3.8 chondrite meteorite,7,rock,An L chondrite that is petrologic type 3.7 to 3.8.,49673,49677,0,,L3.7/3.8
143,49675,1:1:49675:3,28410f24-e989-45c6-98d7-30776a1cb02e,L3.7-3.9 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3.7 to 3.9.,49649,0,0,,L3.7-3.9
144,49676,1:1:49676:2,37bba41b-8a2a-4c1e-8312-6d0dbca56d44,L3.7-4 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3.7 to 4.,49649,49695,0,,L3.7-4
145,49677,1:1:49677:1,ebd44cf8-d808-414e-98ac-bc3d742f9b7e,L3.8 chondrite meteorite,7,rock,An L chondrite that is petrologic type 3.8.,49649,0,0,,L3.8
146,49678,1:1:49678:0,52631750-5f26-4b1e-b796-c887c26ef655,L3.8-an chondrite meteorite,7,rock,An L chondrite that is petrologic type 3.8 and has anomalous properties.,49677,0,0,,L3.8-an
147,49679,1:1:49679:9,3c9c270f-6d05-4f3c-9406-ab06903fd80a,L3.9 chondrite meteorite,7,rock,An L chondrite that is petrologic type 3.9.,49649,0,0,,L3.9
148,49680,1:1:49680:5,ba89debf-0b77-40e1-a053-6a5653f7b663,L3.9/4 chondrite meteorite,2,variety,An L chondrite that is petrologic type 3.9 to 4.,49679,49695,0,,L3.9/4
149,49682,1:1:49682:3,480569b2-8d42-49b6-9618-5d684783256d,L(H)3 chondrite meteorite,7,rock,"An L chondrite (or less likely, an H chondrite) that is of petrologic type 3.",49649,49585,0,,L(H)3
150,49683,1:1:49683:2,99213eac-5e15-4ad0-aa65-beae3c4a7907,LL(L)3 chondrite meteorite,7,rock,"An LL chondrite (or less likely, an L chondrite) that is of petrologic type 3.",49746,49648,0,,LL(L)3
151,49684,1:1:49684:1,ce36912d-1d63-4f26-852b-2d3296c55794,L(LL)3.0 chondrite meteorite,7,rock,"An L chondrite (or less likely, an LL chondrite) that is of petrologic type 3.0.",50452,0,0,,L(LL)3.0
152,49685,1:1:49685:0,ab546a4f-8cbe-4895-95af-9b9db7395389,L(LL)3.05 chondrite meteorite,7,rock,"An ordinary chondrite from either the L group or, less likely, the LL group that is petrologic type 3.05",49683,0,0,,L(LL)3.05
153,49686,1:1:49686:9,847b387d-a455-4006-9f41-cf754b124c4b,L(LL)3.5-3.7 chondrite meteorite,2,variety,"An L chondrite (or less likely, an LL chondrite) that is a breccia of components ranging from petrologic type 3.5 to 3.7.",50452,0,0,,L(LL)3.5-3.7
154,49688,1:1:49688:7,12518482-8bc2-4fd3-b221-0b814d89a16a,LL(L)3.1 chondrite meteorite,7,rock,"An LL chondrite (or less likely, an L chondrite) that is of petrologic type 3.1.",49683,0,0,,LL(L)3.1
155,49689,1:1:49689:6,f787b80f-b4cd-43c2-a8ac-68097c9d440d,LL(L)3.2 chondrite meteorite,7,rock,"An LL chondrite (or less likely, an L chondrite) that is of petrologic type 3.2.",49683,0,0,,LL(L)3.2
156,49690,1:1:49690:2,860a1fc0-4396-43d2-a163-729e56be0e14,L/LL3.4 chondrite meteorite,7,rock,An L chondrite or LL chondrite that is of petrological type 3.4.,50453,0,0,,L/LL3.4
157,49691,1:1:49691:1,de1af478-d97d-4ec7-9588-71dc9f4be138,L/LL3.10 chondrite meteorite,7,rock,An ordinary chondrite from either the L group or LL group that is petrologic type 3.10,49683,0,0,,L/LL3.10
158,49692,1:1:49692:0,0a95301a-0a27-4680-948b-bf3fde11ee1f,L/LL3.5 chondrite meteorite,7,rock,An L chondrite or LL chondrite that is of petrological type 3.5,50453,0,0,,L/LL3.5
159,49693,1:1:49693:9,06475afc-791a-473f-97c0-6a9b9bb808be,L/LL3.6/3.7 chondrite meteorite,2,variety,An L chondrite or LL chondrite that is either petrological type 3.6 or 3.7.,50453,0,0,,L/LL3.6/3.7
160,49695,1:1:49695:7,fa939035-1ca8-4139-b906-8a1c14d0c28c,L4 chondrite meteorite,7,rock,An L chondrite that is of petrologic type 4.,49648,49843,1,,L4
161,49696,1:1:49696:6,a935d6ca-d2fc-434f-bed8-e584f35a473d,L4-an chondrite meteorite,7,rock,An L chondrite that is petrologic type 4 and has anomalous properties.,49695,0,0,,L4-an
162,49697,1:1:49697:5,2008330c-c089-4371-9be1-7cfda44b3036,L4-melt breccia chondrite meteorite,7,rock,An L4 chondrite that is a breccia with melted material forming the matrix.,49695,0,0,,L4-melt breccia
163,49698,1:1:49698:4,5bc5435e-c2c4-4f0a-8ddc-8c47ef6f723b,L4-melt rock chondrite meteorite,7,rock,An L4 chondrite that has experienced secondary melting.,49695,0,0,,L4-melt rock
164,49699,1:1:49699:3,5dbb8dc7-f2b7-4321-868b-429c0bd3c1e9,L/LL4 chondrite meteorite,7,rock,An L chondrite or LL chondrite that is of petrological type 4.,49695,49768,0,,L/LL4
165,49700,1:1:49700:8,d8143638-9014-47ec-9e96-a92b35918388,L4/5 chondrite meteorite,7,rock,An L chondrite that is petrologic type 4 to 5.,49695,49702,0,,L4/5
166,49702,1:1:49702:6,1d6c0559-20f0-4a57-9800-f043cdcac38a,L5 chondrite meteorite,7,rock,An L chondrite that is of petrologic type 5.,49648,49844,1,,L5
167,49703,1:1:49703:5,768eea8d-be06-46e6-af4b-081956dee0f4,L/LL5 chondrite meteorite,7,rock,An L chondrite or LL chondrite that is of petrological type 5.,49702,49772,0,,L/LL5
168,49705,1:1:49705:3,aea3a63f-029e-4ba3-ac27-297df08d7519,L/LL5/6 chondrite meteorite,7,rock,An L chondrite or LL chondrite that is either petrological type 5 or 6.,49703,50459,0,,L/LL5/6
169,49707,1:1:49707:1,828535fc-dc24-40b2-ab3c-aac7992d9b05,L5-6 chrondite,7,rock,An L chondrite that is a breccia of components ranging from petrologic type 5 to 6.,49702,49710,0,,L5-6
170,49708,1:1:49708:0,061ee847-556f-4f3b-9dee-4373ff6906f1,L5/6 chondrite meteorite,7,rock,An L chondrite that is either petrological type 5 or 6.,49702,49710,0,,L5/6
171,49709,1:1:49709:9,ca8a0667-0504-408c-aa49-13dc17c4a3d7,L5-melt breccia chondrite meteorite,7,rock,An L5 chondrite that is a breccia with melted material forming the matrix.,49702,0,0,,L5-melt breccia
172,49710,1:1:49710:5,69b5dbed-a113-47a4-a29b-c06a2bfd8ed0,L6 chondrite meteorite,7,rock,An L chondrite that is of petrologic type 6.,49648,49845,1,,L6
173,49711,1:1:49711:4,34ed69f4-34ef-4504-997a-d086ced34d8a,L6-melt breccia chondrite meteorite,7,rock,An L6 chondrite that is a breccia with melted material forming the matrix.,49710,0,0,,L6-melt breccia
174,49712,1:1:49712:3,735f2bd3-fcca-4990-b94f-fcf7f68b1396,L6-melt rock chondrite meteorite,7,rock,An L6 chondrite that has experienced secondary melting.,49710,0,0,,L6-melt rock
175,49713,1:1:49713:2,54888a59-3a66-4daa-bd85-a6961a44a433,L/LL6 chondrite meteorite,7,rock,An L chondrite or LL chondrite that is of petrological type 6.,49710,49776,0,,L/LL6
176,49715,1:1:49715:0,9b7a5928-f94c-42ab-8de2-646f0df13dde,L/LL6-an chondrite meteorite,7,rock,An L chondrite or LL chondrite that is of petrological type 6 and has anomalous properties.,49713,0,0,,L/LL6-an
177,49716,1:1:49716:9,bbdb799b-cb90-460e-934a-03cea48ebf6c,L6/7 chondrite meteorite,7,rock,An L chondrite that is either petrological type 6 or 7.,49710,49717,0,,L6/7
178,49717,1:1:49717:8,2b637516-2bca-4698-90b0-f960d0c08e05,L7 chondrite meteorite,7,rock,An L chondrite that is of petrologic type 7. Note that petrologic type 7 is not used consistently or widely accepted in the literature.,49648,49846,0,,L7
179,49718,1:1:49718:7,cfa8db8a-4ff2-4bb6-b8ac-ec70f822398f,L-imp melt chondrite meteorite,7,rock,An L chondrite that has experienced impact melting and for which the petrologic type has not been determined.,49648,0,0,,L-imp melt
180,49719,1:1:49719:6,bace3323-2fb5-4cad-810c-c0056e4a3a1d,L-melt breccia chondrite meteorite,7,rock,An L chondrite that is a breccia with melted material forming the matrix and for which the petrologic type has not been determined.,49648,0,0,,L-melt breccia
181,49720,1:1:49720:2,f297980d-76d2-49eb-abbd-4c04dc34cc50,L-melt rock chondrite meteorite,7,rock,An L chondrite that has experienced secondary melting.,49648,0,0,,L-melt rock
182,49721,1:1:49721:1,db6c5e37-bc09-4b92-b53e-756e0e9ec450,L-metal chondrite meteorite,7,rock,A meteorite that is dominantly composed of Fe-Ni metal. It seems likely that the object was derived from an ordinary L chondrite and was not once part of an extended metal-rich body.,49648,0,0,,L-metal
183,49722,1:1:49722:0,22c04e75-e418-4ce2-b58e-6bb82f445d24,L/LL-melt rock chondrite meteorite,7,rock,An L chondrite or LL chondrite that has experienced secondary melting.,49648,49745,0,,L/LL-melt rock
184,49723,1:1:49723:9,14f3012f-10e3-48a3-b39d-9d37e95935c6,L/LL3-6 chondrite meteorite,2,variety,An L chondrite or LL chondrite that is a breccia of petrological type 3 to 6 components.,49648,0,0,,L/LL3-6
185,49724,1:1:49724:8,27aaff4b-2324-4b07-9048-60adbc6e6f0f,L/LL3-5 chondrite meteorite,2,variety,An L chondrite or LL chondrite that is a breccia of petrological type 3 to 5 components.,49648,0,0,,L/LL3-5
186,49725,1:1:49725:7,6e999f44-2a15-4525-bbdd-92483909fcf8,L/LL(?)3 chondrite meteorite,2,variety,"An ordinary chondrite, probably an L chondrite or LL chondrite that is of petrological type 3.",49648,0,0,,L/LL(?)3
187,49726,1:1:49726:6,74b74510-8c2a-4f67-ad31-f3f728410ef5,L(?)3 chondrite meteorite,2,variety,"An ordinary chondrite, probably an L chondrite that is of petrological type 3.",49648,0,0,,L(?)3
188,49727,1:1:49727:5,801335bb-f8da-4d59-bcae-9da795bae252,L(LL)~4 chondrite meteorite,2,variety,"An L chondrite (or less likely, an LL chondrite) that is approximately of petrologic type 4.",49648,0,0,,L(LL)~4
189,49728,1:1:49728:4,d7c40311-b069-44dd-a0ab-6c84149edad0,L/LL~4 chondrite meteorite,2,variety,An L chondrite or LL chondrite that is approximately of petrologic type 4.,49648,0,0,,L/LL~4
190,49729,1:1:49729:3,95da825e-e1ea-44f4-b9f0-c9f9d5a103b4,L/LL~5 chondrite meteorite,2,variety,An L chondrite or LL chondrite that is approximately of petrologic type 5.,49648,0,0,,L/LL~5
191,49730,1:1:49730:9,c1a6ec87-cd72-4746-b015-31f967d2feb1,L/LL~6 chondrite meteorite,2,variety,An L chondrite or LL chondrite that is approximately of petrologic type 6.,49648,0,0,,L/LL~6
192,49731,1:1:49731:8,f23539dd-752e-4559-b47b-638fd515a6c4,L3-5 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3 to 5.,49648,0,0,,L3-5
193,49732,1:1:49732:7,6de80977-7651-4715-b137-77d732063dbe,L3-6 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3 to 6.,49648,0,0,,L3-6
194,49733,1:1:49733:6,483c4522-8faa-452d-a121-26bb9506b7ed,L3-7 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3 to 7.,49648,0,0,,L3-7
195,49734,1:1:49734:5,3d4ed9c4-74d2-4051-83d9-4a9dc105015c,L3.5-5 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3.5 to 5.,49648,0,0,,L3.5-5
196,49735,1:1:49735:4,d0356cdf-49f8-483f-9127-6a18ff330df0,L3.7-6 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3.7 to 6.,49648,0,0,,L3.7-6
197,49736,1:1:49736:3,ca7f45ea-0196-4d24-b998-490461544229,L3.8-5 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3.8 to 5.,49648,0,0,,L3.8-5
198,49737,1:1:49737:2,72205be5-47a8-4101-ba4c-18a69faf603c,L3.8-6 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 3.8 to 6.,49648,0,0,,L3.8-6
199,49738,1:1:49738:1,d68139c3-8cb3-41bc-952b-b649ab0fddf8,L4-6 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 4 to 6.,49648,0,0,,L4-6
200,49739,1:1:49739:0,379c6810-b7ee-4ef0-a936-29580f3d4320,L5-7 chondrite meteorite,2,variety,An L chondrite that is a breccia of petrological types 5 to 7.,49648,0,0,,L5-7
201,49740,1:1:49740:6,9d4ee798-6ecf-444e-adca-425f472e2982,L~3 chondrite meteorite,2,variety,An L chondrite that is approximately of petrologic type 3.,49648,0,0,,L~3
202,49741,1:1:49741:5,05887095-5734-4c4f-830d-54e2dec557b2,L~4 chondrite meteorite,2,variety,An L chondrite that is approximately of petrologic type 4.,49648,0,0,,L~4
203,49742,1:1:49742:4,908fb195-8844-4889-a851-8af34107b0ee,L~4-6 chondrite meteorite,2,variety,An L chondrite that is a breccia of components of approximate petrological types 4 to 6.,49648,0,0,,L~4-6
204,49743,1:1:49743:3,227bfa2f-64fb-451b-8e55-fa22f45fe94f,L~5 chondrite meteorite,2,variety,An L chondrite that is approximately of petrologic type 5.,49648,0,0,,L~5
205,49744,1:1:49744:2,764d0793-e775-4570-9b83-3f8c04fba596,L~6 chondrite meteorite,2,variety,An L chondrite that is approximately of petrologic type 6.,49648,0,0,,L~6
206,49745,1:1:49745:1,ff8c75b0-40cb-4488-b84f-0f5ad876bafa,LL chondrite meteorite,7,rock,"The low-iron, low metal (LL) chemical group of ordinary chondrites, distinguished by their low siderophile element content, fairly large chondrules (~0.9 mm), and oxygen isotope compositions that are further above the terrestrial fractionation line tha...",49581,0,1,,LL
207,49746,1:1:49746:0,5ddb6759-f844-4c29-9d84-fe5909440f3d,LL3 chondrite meteorite,7,rock,An LL chondrite that is of petrologic type 3.,49745,49842,1,,LL3
208,49750,1:1:49750:3,132fea97-5b97-4fbd-889d-cb34d93e0a6b,LL3/4 chondrite meteorite,7,rock,An LL chondrite that is either petrological type 3 or 4.,49746,49768,0,,LL3/4
209,49751,1:1:49751:2,5b623876-315f-43c1-b697-16faee7d1e0d,LL3.0 chondrite meteorite,7,rock,An LL chondrite that is petrologic type 3.0.,49746,0,0,,LL3.0
210,49752,1:1:49752:1,9f746916-0d62-43fa-97dc-32b9803afb98,LL3.00 chondrite meteorite,7,rock,An ordinary chondrite from the LL group that is petrologic type 3.00,49746,0,0,,LL3.00
211,49753,1:1:49753:0,38af8a4a-fcb7-42d3-ba30-de6d37ab0789,LL3.05 chondrite meteorite,7,rock,An ordinary chondrite from the LL group that is petrologic type 3.05,49746,0,0,,LL3.05
212,49754,1:1:49754:9,316f5691-cc60-42cc-8091-ecd39691a4f3,LL3.1 chondrite meteorite,7,rock,An LL chondrite that is petrologic type 3.1.,49746,0,0,,LL3.1
213,49755,1:1:49755:8,7beb27e7-fd49-4971-b8ec-6fb9706538ee,LL3.10 chondrite meteorite,7,rock,An ordinary chondrite from the LL group that is petrologic type 3.10,49746,0,0,,LL3.10
214,49756,1:1:49756:7,85c1b43d-e69a-4a3f-a9fa-b8200acceb02,LL3.15 chondrite meteorite,7,rock,An ordinary chondrite from the LL group that is of petrologic type 3.15,49754,0,0,,LL3.15
215,49757,1:1:49757:6,cf960442-46ca-4d01-b5b9-240dbf9457d9,LL3.2 chondrite meteorite,7,rock,An LL chondrite that is petrologic type 3.2.,49746,0,0,,LL3.2
216,49758,1:1:49758:5,078bc54e-0863-4c94-a457-612b98289782,LL3.3 chondrite meteorite,7,rock,An LL chondrite that is petrologic type 3.3.,49746,0,0,,LL3.3
217,49760,1:1:49760:0,e50549e7-b34a-4e42-af32-d50d9fdac703,LL3.5 chondrite meteorite,7,rock,An LL chondrite that is petrologic type 3.5.,49746,0,0,,LL3.5
218,49761,1:1:49761:9,14e81c0f-b487-43eb-aa2f-df3742b69b86,LL3.6 chondrite meteorite,7,rock,An LL chondrite that is petrologic type 3.6.,49746,0,0,,LL3.6
219,49762,1:1:49762:8,c52b1515-b435-4b06-8165-443b4cc92ff0,LL3.6/3.7 chondrite meteorite,7,rock,An LL chondrite that is either petrological type 3.6 or 3.7.,49761,49763,0,,LL3.6/3.7
220,49763,1:1:49763:7,d8456964-b1a3-4b36-8140-59a95223520d,LL3.7 chondrite meteorite,7,rock,An LL chondrite that is petrologic type 3.7.,49746,0,0,,LL3.7
221,49764,1:1:49764:6,75c27186-1d15-4991-9d8b-2de88a7a49e2,LL3.8 chondrite meteorite,7,rock,An LL chondrite that is petrologic type 3.8.,49746,0,0,,LL3.8
222,49765,1:1:49765:5,535eeecc-d402-4f20-ae75-a713c51a0dab,LL3.9 chondrite meteorite,7,rock,An LL chondrite that is petrologic type 3.9.,49746,0,0,,LL3.9
223,49767,1:1:49767:3,5692e599-a301-472a-ac4c-3db3b36ef161,LL3.9/4 chondrite meteorite,7,rock,An LL chondrite that is either petrological type 3.9 or 4.,49746,49768,0,,LL3.9/4
224,49768,1:1:49768:2,1dd7ca62-f672-4c83-92e7-c2456689b35a,LL4 chondrite meteorite,7,rock,An LL chondrite that is of petrologic type 4.,49745,49843,1,,LL4
225,49769,1:1:49769:1,73d4acfc-933c-46b7-8c23-7f378a66ed63,LL4/5 chondrite meteorite,7,rock,An LL chondrite that is either petrological type 4 or 5.,49768,49772,0,,LL4/5
226,49770,1:1:49770:7,7a32c525-10e8-498b-842a-b614ad7b591f,LL4-melt breccia chondrite meteorite,7,rock,An LL4 chondrite that is a breccia with melted material forming the matrix.,49768,0,0,,LL4-melt breccia
227,49772,1:1:49772:5,0a072f51-0182-4dcc-a0a5-c4c561008e8a,LL5 chondrite meteorite,7,rock,An LL chondrite that is of petrologic type 5.,49745,49844,1,,LL5
228,49773,1:1:49773:4,db573613-a3e9-4cef-8dfd-e22ac49bbaf2,LL5/6 chondrite meteorite,7,rock,An LL chondrite that is either petrological type 5 or 6.,49772,49776,0,,LL5/6
229,49774,1:1:49774:3,85e4f5c9-6685-4770-a51c-7dc60cd5dcb8,LL5-melt breccia chondrite meteorite,7,rock,An LL5 chondrite that is a breccia with melted material forming the matrix.,49772,0,0,,LL5-melt breccia
230,49776,1:1:49776:1,11700699-2f1a-48f8-b42f-7ddf85e62b83,LL6 chondrite meteorite,7,rock,An LL chondrite that is of petrologic type 6.,49745,49845,1,,LL6
231,49777,1:1:49777:0,c7384636-48cc-4f53-a9dc-879d18951965,LL6-an chondrite meteorite,7,rock,An LL chondrite that is of petrological type 6 and has anomalous properties.,49745,0,0,,LL6-an
232,49778,1:1:49778:9,0484fe6c-c5d3-4268-9461-570c46298948,LL6-melt breccia chondrite meteorite,7,rock,An LL6 chondrite that is a breccia with melted material forming the matrix.,49745,0,0,,LL6-melt breccia
233,49779,1:1:49779:8,3fb0502d-6822-4fd7-beec-c29d3bebdb93,LL6/7 chondrite meteorite,7,rock,An LL chondrite that is either petrological type 6 or 7.,49745,0,0,,LL6/7
234,49780,1:1:49780:4,9116d0b6-d500-4ea7-a76c-37f2d0cf520a,LL-imp melt chondrite meteorite,7,rock,An LL chondrite that has experienced impact melting and for which the petrologic type has not been determined.,49745,0,0,,LL-imp melt
235,49781,1:1:49781:3,d6fabdc5-8822-4f3d-8fa3-42bd074028ab,LL-melt breccia chondrite meteorite,7,rock,An LL chondrite that is a breccia with melted material forming the matrix and for which the petrologic type has not been determined.,49745,0,0,,LL-melt breccia
236,49782,1:1:49782:2,86e021a9-03c1-401e-ad06-b34595721508,LL-melt rock chondrite meteorite,7,rock,An L chondrite that has experienced secondary melting.,49745,0,0,,LL-melt rock
237,49783,1:1:49783:1,b7330f56-3403-4f07-9de3-7d1ae4100be9,LL3-5 chondrite meteorite,2,variety,An LL chondrite that is a breccia of petrological types 3 to 5.,49745,0,0,,LL3-5
238,49784,1:1:49784:0,ab4963db-d082-4862-a2e5-93c49473d1dd,LL3-6 chondrite meteorite,2,variety,An LL chondrite that is a breccia of petrological types 3 to 6.,49745,0,0,,LL3-6
239,49785,1:1:49785:9,6418ef92-4975-4d18-bb23-d03b6aa27115,LL3.7-6 chondrite meteorite,2,variety,An LL chondrite that is a breccia of petrological types 3.7 to 6.,49745,0,0,,LL3.7-6
240,49786,1:1:49786:8,a33c0df3-3092-47b6-b0c8-e94f7ce20e02,LL3.8-4 chondrite meteorite,2,variety,An LL chondrite that is a breccia of petrological types 3.8 to 4.,49745,0,0,,LL3.8-4
241,49787,1:1:49787:7,c020ccac-f35f-4ee6-b4b6-506d67f63afe,LL3.8-6 chondrite meteorite,2,variety,An LL chondrite that is a breccia of petrological types 3.8 to 6.,49745,0,0,,LL3.8-6
242,49788,1:1:49788:6,3cdc8d54-66b8-42c0-8586-dd463e38f887,LL4-6 chondrite meteorite,2,variety,An LL chondrite that is a breccia of petrological types 4 to 6.,49745,0,0,,LL4-6
243,49789,1:1:49789:5,646781d2-26e7-4a49-b00c-69983825fe28,LL4-7 chondrite meteorite,2,variety,An LL chondrite that is a breccia of petrological types 4 to 7.,49745,0,0,,LL4-7
244,49790,1:1:49790:1,da43724a-aa9e-44da-8761-b7ce88f3a094,LL4/6 chondrite meteorite,2,variety,"An LL chondrite that is either petrological type 4, 5 or 6.",49745,0,0,,LL4/6
245,49791,1:1:49791:0,74f74580-e2e2-4124-90be-80650e89b90a,LL6(?) chondrite meteorite,2,variety,An ordinary chondrite that may be of petrologic type 6 and that is possibly an LL chondrite.,49745,0,0,,LL6(?)
246,49792,1:1:49792:9,7790cc33-ab9c-44b0-8827-b2a5cf587582,LL7(?) chondrite meteorite,2,variety,An ordinary chondrite that may be of petrologic type 7 and that is possibly an LL chondrite.,49745,0,0,,LL7(?)
247,49793,1:1:49793:8,907aca43-4e8d-42d0-868c-16251de39f9b,LL<3.5 chondrite meteorite,2,variety,An LL chondrite that has a petrological type below 3.5.,49745,0,0,,LL<3.5
248,49794,1:1:49794:7,01c9cfbb-11d6-47b3-9631-ea7e750420f4,LL~3 chondrite meteorite,2,variety,An LL chondrite that is approximately of petrologic type 3.,49745,0,0,,LL~3
249,49795,1:1:49795:6,9b3a1f90-036c-4747-b2c5-7db5828a2fb8,LL~4 chondrite meteorite,2,variety,An LL chondrite that is approximately of petrologic type 4.,49745,0,0,,LL~4
250,49796,1:1:49796:5,c466ef69-56e3-47cc-b43a-509ffad8ceb4,LL~4/5 chondrite meteorite,2,variety,An LL chondrite that is approximately of petrologic type 4 or 5.,49745,0,0,,LL~4/5
251,49797,1:1:49797:4,3e3cb97e-a123-4774-a96a-829173b29f11,LL~5 chondrite meteorite,2,variety,An L chondrite that is approximately of petrologic type 5.,49745,0,0,,LL~5
252,49798,1:1:49798:3,af4150c4-759e-4325-97e6-4e6a29b2bf16,LL~6 chondrite meteorite,2,variety,An L chondrite that is approximately of petrologic type 7.,49745,0,0,,LL~6
253,49799,1:1:49799:2,304eb579-4ad3-4977-96ba-7946cd254f82,LL? chondrite meteorite,2,variety,An ordinary chondrite that may an LL chondrite.,49745,0,0,,LL?
254,49802,1:1:49802:5,09057454-7bac-4dfe-ad1a-058d39bf4788,Anomalous E chondrite meteorite,7,rock,An E chondrite that is anomalous and for which the petrologic type has not been determined.,49800,0,0,,E-an
255,49803,1:1:49803:4,0b46439f-c587-4429-b0d4-c0d4dd803789,E-melt breccia chondrite meteorite,7,rock,An E chondrite that is a breccia with melted material forming the matrix and for which the petrologic type has not been determined.,49800,0,0,,E-melt breccia
256,49804,1:1:49804:3,7ae759cc-befb-443f-92d8-e0bac26dc78c,E3 chondrite meteorite,7,rock,An E chondrite that is of petrologic type 3.,49800,49842,1,,E3
257,49805,1:1:49805:2,b80bd0d7-fe50-4314-bd47-4feda5761fcb,Anomalous E3 chondrite meteorite,7,rock,An E chondrite that is petrologic type 3 and has anomalous properties.,49804,0,0,,E3-an
258,49806,1:1:49806:1,387d7ef5-2747-4a96-80c6-ce7cc91cf128,E4 chondrite meteorite,7,rock,An E chondrite that is of petrologic type 4.,49800,49843,1,,E4
259,49807,1:1:49807:0,490e296a-320d-482a-9c3b-a1015e0ff6f8,E5 chondrite meteorite,7,rock,An E chondrite that is of petrologic type 5.,49800,49844,1,,E5
260,49808,1:1:49808:9,cf5eb406-5fe4-4426-b21a-a30799000a04,Anomalous E5 chondrite meteorite,7,rock,An E chondrite that is petrologic type 5 and has anomalous properties.,49807,0,0,,E5-an
261,49809,1:1:49809:8,e9b2ad2e-6286-4a0f-913a-0dbea339b180,E6 chondrite meteorite,7,rock,An E chondrite that is of petrologic type 6.,49800,49845,1,,E6
262,49810,1:1:49810:4,5108acbf-62be-4665-9b0d-70064bc859fc,EH chondrite meteorite,7,rock,"The high-iron (EH) chemical group of enstatite chondrites, distinguished by small chondrules (0.2 mm), abundant metal (~10 vol%) that is rich in Si (~3 wt%), and an extremely reduced mineral assemblage including niningerite (MgS) and perryite (Fe-Ni si...",49800,0,1,,EH
263,49811,1:1:49811:3,5dad0c5f-5300-4217-b557-36d1e8b13b8b,EH3 chondrite meteorite,7,rock,An EH chondrite that is of petrologic type 3.,49810,49842,1,,EH3
264,49812,1:1:49812:2,996461c4-3c50-473d-830e-bbcaf25f0946,Anomalous EH3/4 chondrite meteorite,7,rock,An EH chondrite that is transitional between petrologic types 3 and 4 and has anomalous properties.,49811,49813,0,,EH3/4-an
265,49813,1:1:49813:1,3e436388-0466-428e-8cbb-5940f1c0c49e,EH4 chondrite meteorite,7,rock,An EH chondrite that is of petrologic type 4.,49810,49843,1,,EH4
266,49814,1:1:49814:0,8a8d7afb-3cc1-4f7f-ba2f-6872365badcb,EH5 chondrite meteorite,7,rock,An EH chondrite that is of petrologic type 5.,49810,49844,1,,EH5
267,49815,1:1:49815:9,fd0134eb-b99c-4d05-b0ed-8175bf3cb429,EH6 chondrite meteorite,7,rock,An EH chondrite that is of petrologic type 6.,49810,49845,1,,EH6
